"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"10/06/2022 12:00 - 10/06/2022 13:00","CTA|SE","13715.00","13860.00"
"10/06/2022 13:00 - 10/06/2022 14:00","CTA|SE","13509.00","13628.00"
"10/06/2022 14:00 - 10/06/2022 15:00","CTA|SE","13266.00","13471.00"
"10/06/2022 15:00 - 10/06/2022 16:00","CTA|SE","13201.00","13465.00"
"10/06/2022 16:00 - 10/06/2022 17:00","CTA|SE","12991.00","13246.00"
"10/06/2022 17:00 - 10/06/2022 18:00","CTA|SE","12824.00","12927.00"
"10/06/2022 18:00 - 10/06/2022 19:00","CTA|SE","12696.00","12605.00"
"10/06/2022 19:00 - 10/06/2022 20:00","CTA|SE","12347.00","12306.00"
"10/06/2022 20:00 - 10/06/2022 21:00","CTA|SE","11970.00","12151.00"
"10/06/2022 21:00 - 10/06/2022 22:00","CTA|SE","11615.00","11809.00"
"10/06/2022 22:00 - 10/06/2022 23:00","CTA|SE","11244.00","11478.00"
"10/06/2022 23:00 - 11/06/2022 00:00","CTA|SE","10543.00","11184.00"
"11/06/2022 00:00 - 11/06/2022 01:00","CTA|SE","10422.00","11044.00"
"11/06/2022 01:00 - 11/06/2022 02:00","CTA|SE","10322.00","10896.00"
"11/06/2022 02:00 - 11/06/2022 03:00","CTA|SE","10039.00","10711.00"
"11/06/2022 03:00 - 11/06/2022 04:00","CTA|SE","10078.00","10674.00"
"11/06/2022 04:00 - 11/06/2022 05:00","CTA|SE","10691.00","10920.00"
"11/06/2022 05:00 - 11/06/2022 06:00","CTA|SE","11361.00","11351.00"
"11/06/2022 06:00 - 11/06/2022 07:00","CTA|SE","11894.00","11926.00"
"11/06/2022 07:00 - 11/06/2022 08:00","CTA|SE","12463.00","12412.00"
"11/06/2022 08:00 - 11/06/2022 09:00","CTA|SE","12501.00","12670.00"
"11/06/2022 09:00 - 11/06/2022 10:00","CTA|SE","12267.00","12768.00"
"11/06/2022 10:00 - 11/06/2022 11:00","CTA|SE","12310.00","12728.00"
"11/06/2022 11:00 - 11/06/2022 12:00","CTA|SE","12412.00","12594.00"
"11/06/2022 12:00 - 11/06/2022 13:00","CTA|SE","11997.00","12409.00"
"11/06/2022 13:00 - 11/06/2022 14:00","CTA|SE","12359.00","12324.00"
"11/06/2022 14:00 - 11/06/2022 15:00","CTA|SE","12341.00","12342.00"
"11/06/2022 15:00 - 11/06/2022 16:00","CTA|SE","12723.00","12504.00"
"11/06/2022 16:00 - 11/06/2022 17:00","CTA|SE","12604.00","12496.00"
"11/06/2022 17:00 - 11/06/2022 18:00","CTA|SE","12162.00","12364.00"
"11/06/2022 18:00 - 11/06/2022 19:00","CTA|SE","12031.00","12206.00"
"11/06/2022 19:00 - 11/06/2022 20:00","CTA|SE","12068.00","12008.00"
"11/06/2022 20:00 - 11/06/2022 21:00","CTA|SE","11639.00","11906.00"
"11/06/2022 21:00 - 11/06/2022 22:00","CTA|SE","11106.00","11623.00"
"11/06/2022 22:00 - 11/06/2022 23:00","CTA|SE","10809.00","11209.00"
"11/06/2022 23:00 - 12/06/2022 00:00","CTA|SE","10694.00","10967.00"
"12/06/2022 00:00 - 12/06/2022 01:00","CTA|SE","10622.00","10824.00"
"12/06/2022 01:00 - 12/06/2022 02:00","CTA|SE","10593.00","10673.00"
"12/06/2022 02:00 - 12/06/2022 03:00","CTA|SE","10420.00","10479.00"
"12/06/2022 03:00 - 12/06/2022 04:00","CTA|SE","10339.00","10448.00"
"12/06/2022 04:00 - 12/06/2022 05:00","CTA|SE","10893.00","10614.00"
"12/06/2022 05:00 - 12/06/2022 06:00","CTA|SE","11267.00","10962.00"
"12/06/2022 06:00 - 12/06/2022 07:00","CTA|SE","11625.00","11464.00"
"12/06/2022 07:00 - 12/06/2022 08:00","CTA|SE","11851.00","11961.00"
"12/06/2022 08:00 - 12/06/2022 09:00","CTA|SE","12265.00","12310.00"
"12/06/2022 09:00 - 12/06/2022 10:00","CTA|SE","12436.00","12480.00"
"12/06/2022 10:00 - 12/06/2022 11:00","CTA|SE","12248.00","12544.00"
"12/06/2022 11:00 - 12/06/2022 12:00","CTA|SE","12335.00","12521.00"
"12/06/2022 12:00 - 12/06/2022 13:00","CTA|SE","12035.00","12423.00"
"12/06/2022 13:00 - 12/06/2022 14:00","CTA|SE","12023.00","12413.00"
"12/06/2022 14:00 - 12/06/2022 15:00","CTA|SE","12526.00","12546.00"
"12/06/2022 15:00 - 12/06/2022 16:00","CTA|SE","12702.00","12718.00"
"12/06/2022 16:00 - 12/06/2022 17:00","CTA|SE","12986.00","12792.00"
"12/06/2022 17:00 - 12/06/2022 18:00","CTA|SE","12810.00","12801.00"
"12/06/2022 18:00 - 12/06/2022 19:00","CTA|SE","12534.00","12696.00"
"12/06/2022 19:00 - 12/06/2022 20:00","CTA|SE","12388.00","12477.00"
"12/06/2022 20:00 - 12/06/2022 21:00","CTA|SE","12344.00","12295.00"
"12/06/2022 21:00 - 12/06/2022 22:00","CTA|SE","12244.00","11894.00"
"12/06/2022 22:00 - 12/06/2022 23:00","CTA|SE","11711.00","11505.00"
"12/06/2022 23:00 - 13/06/2022 00:00","CTA|SE","11394.00","11291.00"
"13/06/2022 00:00 - 13/06/2022 01:00","CTA|SE","11186.00","11213.00"
"13/06/2022 01:00 - 13/06/2022 02:00","CTA|SE","10990.00","11141.00"
"13/06/2022 02:00 - 13/06/2022 03:00","CTA|SE","10970.00","11089.00"
"13/06/2022 03:00 - 13/06/2022 04:00","CTA|SE","11658.00","11495.00"
"13/06/2022 04:00 - 13/06/2022 05:00","CTA|SE","13171.00","12707.00"
"13/06/2022 05:00 - 13/06/2022 06:00","CTA|SE","14344.00","13894.00"
"13/06/2022 06:00 - 13/06/2022 07:00","CTA|SE","14709.00","14389.00"
"13/06/2022 07:00 - 13/06/2022 08:00","CTA|SE","14616.00","14519.00"
"13/06/2022 08:00 - 13/06/2022 09:00","CTA|SE","14669.00","14641.00"
"13/06/2022 09:00 - 13/06/2022 10:00","CTA|SE","14549.00","14720.00"
"13/06/2022 10:00 - 13/06/2022 11:00","CTA|SE","14526.00","14717.00"
"13/06/2022 11:00 - 13/06/2022 12:00","CTA|SE","14271.00","14649.00"
"13/06/2022 12:00 - 13/06/2022 13:00","CTA|SE","14130.00","14567.00"
"13/06/2022 13:00 - 13/06/2022 14:00","CTA|SE","14028.00","14487.00"
"13/06/2022 14:00 - 13/06/2022 15:00","CTA|SE","14162.00","14318.00"
"13/06/2022 15:00 - 13/06/2022 16:00","CTA|SE","14215.00","14318.00"
"13/06/2022 16:00 - 13/06/2022 17:00","CTA|SE","14261.00","14105.00"
"13/06/2022 17:00 - 13/06/2022 18:00","CTA|SE","14096.00","13893.00"
"13/06/2022 18:00 - 13/06/2022 19:00","CTA|SE","13663.00","13634.00"
"13/06/2022 19:00 - 13/06/2022 20:00","CTA|SE","13385.00","13291.00"
"13/06/2022 20:00 - 13/06/2022 21:00","CTA|SE","13047.00","12957.00"
"13/06/2022 21:00 - 13/06/2022 22:00","CTA|SE","12233.00","12381.00"
"13/06/2022 22:00 - 13/06/2022 23:00","CTA|SE","11637.00","11910.00"
"13/06/2022 23:00 - 14/06/2022 00:00","CTA|SE","11015.00","11656.00"
"14/06/2022 00:00 - 14/06/2022 01:00","CTA|SE","10865.00","11558.00"
"14/06/2022 01:00 - 14/06/2022 02:00","CTA|SE","10701.00","11462.00"
"14/06/2022 02:00 - 14/06/2022 03:00","CTA|SE","10919.00","11370.00"
"14/06/2022 03:00 - 14/06/2022 04:00","CTA|SE","11776.00","11752.00"
"14/06/2022 04:00 - 14/06/2022 05:00","CTA|SE","13118.00","12924.00"
"14/06/2022 05:00 - 14/06/2022 06:00","CTA|SE","14062.00","14009.00"
"14/06/2022 06:00 - 14/06/2022 07:00","CTA|SE","14098.00","14438.00"
"14/06/2022 07:00 - 14/06/2022 08:00","CTA|SE","14194.00","14557.00"
"14/06/2022 08:00 - 14/06/2022 09:00","CTA|SE","14243.00","14675.00"
"14/06/2022 09:00 - 14/06/2022 10:00","CTA|SE","14303.00","14746.00"
"14/06/2022 10:00 - 14/06/2022 11:00","CTA|SE","14281.00","14721.00"
"14/06/2022 11:00 - 14/06/2022 12:00","CTA|SE","14168.00","14655.00"
"14/06/2022 12:00 - 14/06/2022 13:00","CTA|SE","13844.00","14558.00"
"14/06/2022 13:00 - 14/06/2022 14:00","CTA|SE","13557.00","14480.00"
"14/06/2022 14:00 - 14/06/2022 15:00","CTA|SE","13745.00","14313.00"
"14/06/2022 15:00 - 14/06/2022 16:00","CTA|SE","13855.00","14318.00"
"14/06/2022 16:00 - 14/06/2022 17:00","CTA|SE","13736.00","14060.00"
"14/06/2022 17:00 - 14/06/2022 18:00","CTA|SE","13543.00","13851.00"
"14/06/2022 18:00 - 14/06/2022 19:00","CTA|SE","13617.00","13609.00"
"14/06/2022 19:00 - 14/06/2022 20:00","CTA|SE","13223.00","13289.00"
"14/06/2022 20:00 - 14/06/2022 21:00","CTA|SE","13051.00","12974.00"
"14/06/2022 21:00 - 14/06/2022 22:00","CTA|SE","12175.00","12427.00"
"14/06/2022 22:00 - 14/06/2022 23:00","CTA|SE","11418.00","12135.00"
"14/06/2022 23:00 - 15/06/2022 00:00","CTA|SE","10928.00","11861.00"
"15/06/2022 00:00 - 15/06/2022 01:00","CTA|SE","10758.00","11764.00"
"15/06/2022 01:00 - 15/06/2022 02:00","CTA|SE","10664.00","11667.00"
"15/06/2022 02:00 - 15/06/2022 03:00","CTA|SE","10795.00","11574.00"
"15/06/2022 03:00 - 15/06/2022 04:00","CTA|SE","11710.00","11940.00"
"15/06/2022 04:00 - 15/06/2022 05:00","CTA|SE","13228.00","13070.00"
"15/06/2022 05:00 - 15/06/2022 06:00","CTA|SE","14584.00","14124.00"
"15/06/2022 06:00 - 15/06/2022 07:00","CTA|SE","14768.00","14548.00"
"15/06/2022 07:00 - 15/06/2022 08:00","CTA|SE","14678.00","14670.00"
"15/06/2022 08:00 - 15/06/2022 09:00","CTA|SE","14698.00","14787.00"
"15/06/2022 09:00 - 15/06/2022 10:00","CTA|SE","14736.00","14841.00"
"15/06/2022 10:00 - 15/06/2022 11:00","CTA|SE","14847.00","14830.00"
"15/06/2022 11:00 - 15/06/2022 12:00","CTA|SE","14762.00","14775.00"
"15/06/2022 12:00 - 15/06/2022 13:00","CTA|SE","14595.00","14703.00"
"15/06/2022 13:00 - 15/06/2022 14:00","CTA|SE","14387.00","14634.00"
"15/06/2022 14:00 - 15/06/2022 15:00","CTA|SE","14365.00","14472.00"
"15/06/2022 15:00 - 15/06/2022 16:00","CTA|SE","14608.00","14466.00"
"15/06/2022 16:00 - 15/06/2022 17:00","CTA|SE","14423.00","14223.00"
"15/06/2022 17:00 - 15/06/2022 18:00","CTA|SE","14293.00","14008.00"
"15/06/2022 18:00 - 15/06/2022 19:00","CTA|SE","13743.00","13757.00"
"15/06/2022 19:00 - 15/06/2022 20:00","CTA|SE","13391.00","13440.00"
"15/06/2022 20:00 - 15/06/2022 21:00","CTA|SE","12844.00","13140.00"
"15/06/2022 21:00 - 15/06/2022 22:00","CTA|SE","12114.00","12623.00"
"15/06/2022 22:00 - 15/06/2022 23:00","CTA|SE","11626.00","11873.00"
"15/06/2022 23:00 - 16/06/2022 00:00","CTA|SE","11134.00","11596.00"
"16/06/2022 00:00 - 16/06/2022 01:00","CTA|SE","11044.00","11502.00"
"16/06/2022 01:00 - 16/06/2022 02:00","CTA|SE","10952.00","11403.00"
"16/06/2022 02:00 - 16/06/2022 03:00","CTA|SE","10930.00","11314.00"
"16/06/2022 03:00 - 16/06/2022 04:00","CTA|SE","11747.00","11682.00"
"16/06/2022 04:00 - 16/06/2022 05:00","CTA|SE","13223.00","12827.00"
"16/06/2022 05:00 - 16/06/2022 06:00","CTA|SE","14229.00","13879.00"
"16/06/2022 06:00 - 16/06/2022 07:00","CTA|SE","14386.00","14318.00"
"16/06/2022 07:00 - 16/06/2022 08:00","CTA|SE","14316.00","14457.00"
"16/06/2022 08:00 - 16/06/2022 09:00","CTA|SE","14317.00","14581.00"
"16/06/2022 09:00 - 16/06/2022 10:00","CTA|SE","14152.00","14643.00"
"16/06/2022 10:00 - 16/06/2022 11:00","CTA|SE","14198.00","14633.00"
"16/06/2022 11:00 - 16/06/2022 12:00","CTA|SE","13936.00","14566.00"
"16/06/2022 12:00 - 16/06/2022 13:00","CTA|SE","13902.00","14480.00"
"16/06/2022 13:00 - 16/06/2022 14:00","CTA|SE","14208.00","14421.00"
"16/06/2022 14:00 - 16/06/2022 15:00","CTA|SE","14036.00","14269.00"
"16/06/2022 15:00 - 16/06/2022 16:00","CTA|SE","14214.00","14260.00"
"16/06/2022 16:00 - 16/06/2022 17:00","CTA|SE","14135.00","14004.00"
"16/06/2022 17:00 - 16/06/2022 18:00","CTA|SE","14138.00","13798.00"
"16/06/2022 18:00 - 16/06/2022 19:00","CTA|SE","13627.00","13559.00"
"16/06/2022 19:00 - 16/06/2022 20:00","CTA|SE","13303.00","13245.00"
"16/06/2022 20:00 - 16/06/2022 21:00","CTA|SE","12794.00","12943.00"
"16/06/2022 21:00 - 16/06/2022 22:00","CTA|SE","12000.00","12425.00"
"16/06/2022 22:00 - 16/06/2022 23:00","CTA|SE","11398.00","11844.00"
"16/06/2022 23:00 - 17/06/2022 00:00","CTA|SE","11212.00","11551.00"
"17/06/2022 00:00 - 17/06/2022 01:00","CTA|SE","10970.00","11402.00"
"17/06/2022 01:00 - 17/06/2022 02:00","CTA|SE","10882.00","11292.00"
"17/06/2022 02:00 - 17/06/2022 03:00","CTA|SE","10958.00","11206.00"
"17/06/2022 03:00 - 17/06/2022 04:00","CTA|SE","11290.00","11574.00"
"17/06/2022 04:00 - 17/06/2022 05:00","CTA|SE","12581.00","12681.00"
"17/06/2022 05:00 - 17/06/2022 06:00","CTA|SE","13709.00","13765.00"
"17/06/2022 06:00 - 17/06/2022 07:00","CTA|SE","14074.00","14267.00"
"17/06/2022 07:00 - 17/06/2022 08:00","CTA|SE","14062.00","14391.00"
"17/06/2022 08:00 - 17/06/2022 09:00","CTA|SE","14028.00","14459.00"
"17/06/2022 09:00 - 17/06/2022 10:00","CTA|SE","14128.00","14431.00"
"17/06/2022 10:00 - 17/06/2022 11:00","CTA|SE","14003.00","14319.00"
"17/06/2022 11:00 - 17/06/2022 12:00","CTA|SE","13850.00","14106.00"
"17/06/2022 12:00 - 17/06/2022 13:00","CTA|SE","13629.00","13905.00"
"17/06/2022 13:00 - 17/06/2022 14:00","CTA|SE","13431.00","13712.00"
"17/06/2022 14:00 - 17/06/2022 15:00","CTA|SE","13063.00","13543.00"
"17/06/2022 15:00 - 17/06/2022 16:00","CTA|SE","12969.00","13512.00"
"17/06/2022 16:00 - 17/06/2022 17:00","CTA|SE","12769.00","13275.00"
"17/06/2022 17:00 - 17/06/2022 18:00","CTA|SE","12636.00","12975.00"
"17/06/2022 18:00 - 17/06/2022 19:00","CTA|SE","12220.00","12618.00"
"17/06/2022 19:00 - 17/06/2022 20:00","CTA|SE","11866.00","12303.00"
"17/06/2022 20:00 - 17/06/2022 21:00","CTA|SE","11821.00","12139.00"
"17/06/2022 21:00 - 17/06/2022 22:00","CTA|SE","11128.00","11786.00"
"17/06/2022 22:00 - 17/06/2022 23:00","CTA|SE","10641.00","11285.00"
"17/06/2022 23:00 - 18/06/2022 00:00","CTA|SE","10143.00","11007.00"
"18/06/2022 00:00 - 18/06/2022 01:00","CTA|SE","10150.00","10844.00"
"18/06/2022 01:00 - 18/06/2022 02:00","CTA|SE","10179.00","10684.00"
"18/06/2022 02:00 - 18/06/2022 03:00","CTA|SE","10136.00","10481.00"
"18/06/2022 03:00 - 18/06/2022 04:00","CTA|SE","10239.00","10473.00"
"18/06/2022 04:00 - 18/06/2022 05:00","CTA|SE","10679.00","10749.00"
"18/06/2022 05:00 - 18/06/2022 06:00","CTA|SE","11238.00","11190.00"
"18/06/2022 06:00 - 18/06/2022 07:00","CTA|SE","12016.00","11793.00"
"18/06/2022 07:00 - 18/06/2022 08:00","CTA|SE","12687.00","12296.00"
"18/06/2022 08:00 - 18/06/2022 09:00","CTA|SE","12680.00","12563.00"
"18/06/2022 09:00 - 18/06/2022 10:00","CTA|SE","13090.00","12650.00"
"18/06/2022 10:00 - 18/06/2022 11:00","CTA|SE","12568.00","12608.00"
"18/06/2022 11:00 - 18/06/2022 12:00","CTA|SE","12079.00","12555.00"
"18/06/2022 12:00 - 18/06/2022 13:00","CTA|SE","11663.00","12417.00"
"18/06/2022 13:00 - 18/06/2022 14:00","CTA|SE","11238.00","12350.00"
"18/06/2022 14:00 - 18/06/2022 15:00","CTA|SE","11412.00","12408.00"
"18/06/2022 15:00 - 18/06/2022 16:00","CTA|SE","11936.00","12546.00"
"18/06/2022 16:00 - 18/06/2022 17:00","CTA|SE","12097.00","12519.00"
"18/06/2022 17:00 - 18/06/2022 18:00","CTA|SE","11986.00","12378.00"
"18/06/2022 18:00 - 18/06/2022 19:00","CTA|SE","11673.00","12185.00"
"18/06/2022 19:00 - 18/06/2022 20:00","CTA|SE","11456.00","11932.00"
"18/06/2022 20:00 - 18/06/2022 21:00","CTA|SE","11112.00","11850.00"
"18/06/2022 21:00 - 18/06/2022 22:00","CTA|SE","11210.00","11592.00"
"18/06/2022 22:00 - 18/06/2022 23:00","CTA|SE","10884.00","11043.00"
"18/06/2022 23:00 - 19/06/2022 00:00","CTA|SE","10655.00","10757.00"
"19/06/2022 00:00 - 19/06/2022 01:00","CTA|SE","10510.00","10611.00"
"19/06/2022 01:00 - 19/06/2022 02:00","CTA|SE","10376.00","10462.00"
"19/06/2022 02:00 - 19/06/2022 03:00","CTA|SE","10385.00","10249.00"
"19/06/2022 03:00 - 19/06/2022 04:00","CTA|SE","10755.00","10221.00"
"19/06/2022 04:00 - 19/06/2022 05:00","CTA|SE","10885.00","10414.00"
"19/06/2022 05:00 - 19/06/2022 06:00","CTA|SE","11355.00","10783.00"
"19/06/2022 06:00 - 19/06/2022 07:00","CTA|SE","11811.00","11327.00"
"19/06/2022 07:00 - 19/06/2022 08:00","CTA|SE","12223.00","11848.00"
"19/06/2022 08:00 - 19/06/2022 09:00","CTA|SE","12370.00","12227.00"
"19/06/2022 09:00 - 19/06/2022 10:00","CTA|SE","12601.00","12423.00"
"19/06/2022 10:00 - 19/06/2022 11:00","CTA|SE","12848.00","12481.00"
"19/06/2022 11:00 - 19/06/2022 12:00","CTA|SE","12756.00","12455.00"
"19/06/2022 12:00 - 19/06/2022 13:00","CTA|SE","12529.00","12360.00"
"19/06/2022 13:00 - 19/06/2022 14:00","CTA|SE","12300.00","12327.00"
"19/06/2022 14:00 - 19/06/2022 15:00","CTA|SE","12594.00","12423.00"
"19/06/2022 15:00 - 19/06/2022 16:00","CTA|SE","12964.00","12599.00"
"19/06/2022 16:00 - 19/06/2022 17:00","CTA|SE","13016.00","12659.00"
"19/06/2022 17:00 - 19/06/2022 18:00","CTA|SE","13373.00","12617.00"
"19/06/2022 18:00 - 19/06/2022 19:00","CTA|SE","13098.00","12472.00"
"19/06/2022 19:00 - 19/06/2022 20:00","CTA|SE","12429.00","12253.00"
"19/06/2022 20:00 - 19/06/2022 21:00","CTA|SE","11973.00","12082.00"
"19/06/2022 21:00 - 19/06/2022 22:00","CTA|SE","11439.00","11688.00"
"19/06/2022 22:00 - 19/06/2022 23:00","CTA|SE","11347.00","11252.00"
"19/06/2022 23:00 - 20/06/2022 00:00","CTA|SE","10986.00","10991.00"
"20/06/2022 00:00 - 20/06/2022 01:00","CTA|SE","10878.00","10890.00"
"20/06/2022 01:00 - 20/06/2022 02:00","CTA|SE","10749.00","10791.00"
"20/06/2022 02:00 - 20/06/2022 03:00","CTA|SE","11162.00","10715.00"
"20/06/2022 03:00 - 20/06/2022 04:00","CTA|SE","11478.00","11157.00"
"20/06/2022 04:00 - 20/06/2022 05:00","CTA|SE","12486.00","12400.00"
"20/06/2022 05:00 - 20/06/2022 06:00","CTA|SE","13798.00","13622.00"
"20/06/2022 06:00 - 20/06/2022 07:00","CTA|SE","14190.00","14176.00"
"20/06/2022 07:00 - 20/06/2022 08:00","CTA|SE","14416.00","14363.00"
"20/06/2022 08:00 - 20/06/2022 09:00","CTA|SE","14318.00","14519.00"
"20/06/2022 09:00 - 20/06/2022 10:00","CTA|SE","14481.00","14586.00"
"20/06/2022 10:00 - 20/06/2022 11:00","CTA|SE","14614.00","14582.00"
"20/06/2022 11:00 - 20/06/2022 12:00","CTA|SE","14548.00","14498.00"
"20/06/2022 12:00 - 20/06/2022 13:00","CTA|SE","14317.00","14372.00"
"20/06/2022 13:00 - 20/06/2022 14:00","CTA|SE","14217.00","14317.00"
"20/06/2022 14:00 - 20/06/2022 15:00","CTA|SE","13984.00","14160.00"
"20/06/2022 15:00 - 20/06/2022 16:00","CTA|SE","14144.00","14111.00"
"20/06/2022 16:00 - 20/06/2022 17:00","CTA|SE","13907.00","13892.00"
"20/06/2022 17:00 - 20/06/2022 18:00","CTA|SE","13807.00","13619.00"
"20/06/2022 18:00 - 20/06/2022 19:00","CTA|SE","13523.00","13310.00"
"20/06/2022 19:00 - 20/06/2022 20:00","CTA|SE","13081.00","12942.00"
"20/06/2022 20:00 - 20/06/2022 21:00","CTA|SE","12755.00","12617.00"
"20/06/2022 21:00 - 20/06/2022 22:00","CTA|SE","12171.00","12054.00"
"20/06/2022 22:00 - 20/06/2022 23:00","CTA|SE","11934.00","11640.00"
"20/06/2022 23:00 - 21/06/2022 00:00","CTA|SE","11559.00","11334.00"
"21/06/2022 00:00 - 21/06/2022 01:00","CTA|SE","11361.00","11211.00"
"21/06/2022 01:00 - 21/06/2022 02:00","CTA|SE","11109.00","11114.00"
"21/06/2022 02:00 - 21/06/2022 03:00","CTA|SE","10952.00","11005.00"
"21/06/2022 03:00 - 21/06/2022 04:00","CTA|SE","11290.00","11380.00"
"21/06/2022 04:00 - 21/06/2022 05:00","CTA|SE","12411.00","12538.00"
"21/06/2022 05:00 - 21/06/2022 06:00","CTA|SE","13668.00","13629.00"
"21/06/2022 06:00 - 21/06/2022 07:00","CTA|SE","13993.00","14104.00"
"21/06/2022 07:00 - 21/06/2022 08:00","CTA|SE","14077.00","14263.00"
"21/06/2022 08:00 - 21/06/2022 09:00","CTA|SE","13999.00","14409.00"
"21/06/2022 09:00 - 21/06/2022 10:00","CTA|SE","14015.00","14456.00"
"21/06/2022 10:00 - 21/06/2022 11:00","CTA|SE","13875.00","14445.00"
"21/06/2022 11:00 - 21/06/2022 12:00","CTA|SE","13928.00","14376.00"
"21/06/2022 12:00 - 21/06/2022 13:00","CTA|SE","13875.00","14278.00"
"21/06/2022 13:00 - 21/06/2022 14:00","CTA|SE","13711.00","14200.00"
"21/06/2022 14:00 - 21/06/2022 15:00","CTA|SE","13769.00","14028.00"
"21/06/2022 15:00 - 21/06/2022 16:00","CTA|SE","14001.00","14028.00"
"21/06/2022 16:00 - 21/06/2022 17:00","CTA|SE","13956.00","13779.00"
"21/06/2022 17:00 - 21/06/2022 18:00","CTA|SE","13906.00","13557.00"
"21/06/2022 18:00 - 21/06/2022 19:00","CTA|SE","13653.00","13292.00"
"21/06/2022 19:00 - 21/06/2022 20:00","CTA|SE","13279.00","12961.00"
"21/06/2022 20:00 - 21/06/2022 21:00","CTA|SE","12863.00","12642.00"
"21/06/2022 21:00 - 21/06/2022 22:00","CTA|SE","12050.00","12103.00"
"21/06/2022 22:00 - 21/06/2022 23:00","CTA|SE","11568.00","11640.00"
"21/06/2022 23:00 - 22/06/2022 00:00","CTA|SE","11334.00","11322.00"
"22/06/2022 00:00 - 22/06/2022 01:00","CTA|SE","10989.00","11193.00"
"22/06/2022 01:00 - 22/06/2022 02:00","CTA|SE","10256.00","11093.00"
"22/06/2022 02:00 - 22/06/2022 03:00","CTA|SE","10443.00","10992.00"
"22/06/2022 03:00 - 22/06/2022 04:00","CTA|SE","11463.00","11397.00"
"22/06/2022 04:00 - 22/06/2022 05:00","CTA|SE","13149.00","12602.00"
"22/06/2022 05:00 - 22/06/2022 06:00","CTA|SE","14618.00","13726.00"
"22/06/2022 06:00 - 22/06/2022 07:00","CTA|SE","14783.00","14218.00"
"22/06/2022 07:00 - 22/06/2022 08:00","CTA|SE","14919.00","14399.00"
"22/06/2022 08:00 - 22/06/2022 09:00","CTA|SE","15039.00","14547.00"
"22/06/2022 09:00 - 22/06/2022 10:00","CTA|SE","15120.00","14614.00"
"22/06/2022 10:00 - 22/06/2022 11:00","CTA|SE","15182.00","14606.00"
"22/06/2022 11:00 - 22/06/2022 12:00","CTA|SE","15184.00","14539.00"
"22/06/2022 12:00 - 22/06/2022 13:00","CTA|SE","14970.00","14448.00"
"22/06/2022 13:00 - 22/06/2022 14:00","CTA|SE","14781.00","14391.00"
"22/06/2022 14:00 - 22/06/2022 15:00","CTA|SE","14318.00","14229.00"
"22/06/2022 15:00 - 22/06/2022 16:00","CTA|SE","14446.00","14220.00"
"22/06/2022 16:00 - 22/06/2022 17:00","CTA|SE","14430.00","13963.00"
"22/06/2022 17:00 - 22/06/2022 18:00","CTA|SE","14218.00","13732.00"
"22/06/2022 18:00 - 22/06/2022 19:00","CTA|SE","13890.00","13461.00"
"22/06/2022 19:00 - 22/06/2022 20:00","CTA|SE","13191.00","13126.00"
"22/06/2022 20:00 - 22/06/2022 21:00","CTA|SE","12528.00","12817.00"
"22/06/2022 21:00 - 22/06/2022 22:00","CTA|SE","12000.00","12272.00"
"22/06/2022 22:00 - 22/06/2022 23:00","CTA|SE","11392.00","11829.00"
"22/06/2022 23:00 - 23/06/2022 00:00","CTA|SE","11218.00","11531.00"
"23/06/2022 00:00 - 23/06/2022 01:00","CTA|SE","11284.00","11362.00"
"23/06/2022 01:00 - 23/06/2022 02:00","CTA|SE","10902.00","11185.00"
"23/06/2022 02:00 - 23/06/2022 03:00","CTA|SE","10491.00","11067.00"
"23/06/2022 03:00 - 23/06/2022 04:00","CTA|SE","10988.00","11436.00"
"23/06/2022 04:00 - 23/06/2022 05:00","CTA|SE","12038.00","12549.00"
"23/06/2022 05:00 - 23/06/2022 06:00","CTA|SE","13201.00","13639.00"
"23/06/2022 06:00 - 23/06/2022 07:00","CTA|SE","13777.00","14144.00"
"23/06/2022 07:00 - 23/06/2022 08:00","CTA|SE","14168.00","14313.00"
"23/06/2022 08:00 - 23/06/2022 09:00","CTA|SE","14239.00","14478.00"
"23/06/2022 09:00 - 23/06/2022 10:00","CTA|SE","14220.00","14528.00"
"23/06/2022 10:00 - 23/06/2022 11:00","CTA|SE","14186.00","14464.00"
"23/06/2022 11:00 - 23/06/2022 12:00","CTA|SE","13864.00","14272.00"
"23/06/2022 12:00 - 23/06/2022 13:00","CTA|SE","13676.00","14055.00"
"23/06/2022 13:00 - 23/06/2022 14:00","CTA|SE","13433.00","13832.00"
"23/06/2022 14:00 - 23/06/2022 15:00","CTA|SE","13386.00","13664.00"
"23/06/2022 15:00 - 23/06/2022 16:00","CTA|SE","13357.00","13555.00"
"23/06/2022 16:00 - 23/06/2022 17:00","CTA|SE","13191.00","13240.00"
"23/06/2022 17:00 - 23/06/2022 18:00","CTA|SE","12893.00","13020.00"
"23/06/2022 18:00 - 23/06/2022 19:00","CTA|SE","12625.00","12764.00"
"23/06/2022 19:00 - 23/06/2022 20:00","CTA|SE","12330.00","12390.00"
"23/06/2022 20:00 - 23/06/2022 21:00","CTA|SE","11807.00","12113.00"
"23/06/2022 21:00 - 23/06/2022 22:00","CTA|SE","11576.00","11660.00"
"23/06/2022 22:00 - 23/06/2022 23:00","CTA|SE","10913.00","11028.00"
"23/06/2022 23:00 - 24/06/2022 00:00","CTA|SE","10142.00","10602.00"
